time_step,id,id_leader,pos,vel,acc,lane,length
0.0,0,-1,100.0,32.0,0.0,1.0,7.0
0.1,0,-1,103.20655039994904,32.13100799898071,1.3100799898070974,1.0,7.0
0.2,0,-1,106.42620159979614,32.26201599796141,1.3100799898070974,1.0,7.0
0.3,0,-1,109.65895359954132,32.39302399694212,1.3100799898070974,1.0,7.0
0.4,0,-1,112.90480639918457,32.524031995922826,1.3100799898070974,1.0,7.0
0.5,0,-1,116.16375999872588,32.65503999490353,1.3100799898070974,1.0,7.0
0.6,0,-1,119.43581439816526,32.78604799388424,1.3100799898070974,1.0,7.0
0.7,0,-1,122.72096959750272,32.917055992864945,1.3100799898070974,1.0,7.0
0.8,0,-1,126.01922559673825,33.04806399184565,1.3100799898070974,1.0,7.0
0.9,0,-1,129.33058239587186,33.17907199082636,1.3100799898070974,1.0,7.0
1.0,0,-1,132.65503999490355,33.310079989807065,1.3100799898070974,1.0,7.0
1.1,0,-1,135.9925983938333,33.44108798878777,1.3100799898070974,1.0,7.0
1.2,0,-1,139.34325759266113,33.57209598776848,1.3100799898070974,1.0,7.0
1.3,0,-1,142.70701759138703,33.703103986749184,1.3100799898070974,1.0,7.0
1.4,0,-1,146.083878390011,33.83411198572989,1.3100799898070974,1.0,7.0
1.5,0,-1,149.47383998853303,33.9651199847106,1.3100799898070974,1.0,7.0
1.6,0,-1,152.87690238695313,34.096127983691304,1.3100799898070974,1.0,7.0
1.7,0,-1,156.2930655852713,34.22713598267201,1.3100799898070974,1.0,7.0
1.8,0,-1,159.72232958348755,34.35814398165272,1.3100799898070974,1.0,7.0
1.9,0,-1,163.16469438160186,34.48915198063342,1.3100799898070974,1.0,7.0
2.0,0,-1,166.62015997961424,34.62015997961413,1.3100799898070974,1.0,7.0
2.1,0,-1,170.0887263775247,34.751167978594836,1.3100799898070974,1.0,7.0
2.2,0,-1,173.5703935753332,34.88217597757554,1.3100799898070974,1.0,7.0
2.3,0,-1,177.0651615730398,35.01318397655625,1.3100799898070974,1.0,7.0
2.4,0,-1,180.5730303706445,35.144191975536955,1.3100799898070974,1.0,7.0
2.5,0,-1,184.09399996814724,35.27519997451766,1.3100799898070974,1.0,7.0
2.6,0,-1,187.62851996559903,35.41519997451766,1.4,1.0,7.0
2.7,0,-1,191.1770399630508,35.55519997451766,1.4,1.0,7.0
2.8,0,-1,194.73955996050256,35.695199974517664,1.4,1.0,7.0
2.9,0,-1,198.31607995795434,35.835199974517664,1.4,1.0,7.0
