time_step,id,id_leader,pos,vel,acc,lane,length
0.0,0,-1,53.0,22.0,0.0,1.0,5.0
0.0,1,-1,50.0,22.0,0.0,0.0,5.0
0.1,0,-1,55.207,22.14,1.4,1.0,5.0
0.1,1,-1,52.197500000000005,21.95,-0.5,0.0,5.0
0.2,0,-1,57.428,22.28,1.4,1.0,5.0
0.2,1,-1,54.39000000000001,21.9,-0.5,0.0,5.0
0.3,0,-1,59.663,22.42,1.4,1.0,5.0
0.3,1,-1,56.57750000000001,21.849999999999998,-0.5,0.0,5.0
0.4,0,-1,61.91199999999999,22.560000000000002,1.4,1.0,5.0
0.4,1,-1,58.76000000000001,21.799999999999997,-0.5,0.0,5.0
0.5,0,-1,64.175,22.700000000000003,1.4,1.0,5.0
0.5,1,-1,60.937500000000014,21.749999999999996,-0.5,0.0,5.0
0.6,0,-1,66.452,22.840000000000003,1.4,1.0,5.0
0.6,1,-1,63.110000000000014,21.699999999999996,-0.5,0.0,5.0
0.7,0,-1,68.74300000000001,22.980000000000004,1.4,1.0,5.0
0.7,1,-1,65.27750000000002,21.649999999999995,-0.5,0.0,5.0
0.8,0,-1,71.04800000000002,23.120000000000005,1.4,1.0,5.0
0.8,1,-1,67.44000000000003,21.599999999999994,-0.5,0.0,5.0
0.9,0,-1,73.36700000000002,23.260000000000005,1.4,1.0,5.0
0.9,1,-1,69.59750000000003,21.549999999999994,-0.5,0.0,5.0
1.0,0,-1,75.70000000000002,23.400000000000006,1.4,1.0,5.0
1.0,1,-1,71.75000000000003,21.499999999999993,-0.5,0.0,5.0
1.1,0,-1,78.04700000000003,23.540000000000006,1.4,1.0,5.0
1.1,1,-1,73.89750000000004,21.449999999999992,-0.5,0.0,5.0
1.2,0,-1,80.40800000000003,23.680000000000007,1.4,1.0,5.0
1.2,1,-1,76.04000000000003,21.39999999999999,-0.5,0.0,5.0
1.3,0,-1,82.78300000000003,23.820000000000007,1.4,1.0,5.0
1.3,1,-1,78.17750000000004,21.34999999999999,-0.5,0.0,5.0
1.4,0,-1,85.17200000000004,23.960000000000008,1.4,1.0,5.0
1.4,1,-1,80.31000000000004,21.29999999999999,-0.5,0.0,5.0
1.5,0,-1,87.57500000000005,24.10000000000001,1.4,1.0,5.0
1.5,1,-1,82.43750000000004,21.24999999999999,-0.5,0.0,5.0
1.6,0,-1,89.99200000000005,24.24000000000001,1.4,1.0,5.0
1.6,1,-1,84.56000000000004,21.19999999999999,-0.5,0.0,5.0
1.7,0,-1,92.42300000000006,24.38000000000001,1.4,1.0,5.0
1.7,1,-1,86.67750000000005,21.149999999999988,-0.5,0.0,5.0
1.8,0,-1,94.86800000000007,24.52000000000001,1.4,1.0,5.0
1.8,1,-1,88.79000000000005,21.099999999999987,-0.5,0.0,5.0
1.9,0,-1,97.32700000000007,24.66000000000001,1.4,1.0,5.0
1.9,1,-1,90.89750000000005,21.049999999999986,-0.5,0.0,5.0
2.0,0,-1,99.80000000000007,24.80000000000001,1.4,1.0,5.0
2.0,1,-1,93.00000000000006,20.999999999999986,-0.5,0.0,5.0
2.1,0,-1,102.28700000000008,24.940000000000012,1.4,1.0,5.0
2.1,1,-1,95.09750000000005,20.949999999999985,-0.5,0.0,5.0
2.2,0,-1,104.78800000000008,25.080000000000013,1.4,1.0,5.0
2.2,1,-1,97.19000000000005,20.899999999999984,-0.5,0.0,5.0
2.3,0,-1,107.30300000000008,25.220000000000013,1.4,1.0,5.0
2.3,1,-1,99.27750000000006,20.849999999999984,-0.5,0.0,5.0
2.4,0,-1,109.8320000000001,25.360000000000014,1.4,1.0,5.0
2.4,1,-1,101.36000000000006,20.799999999999983,-0.5,0.0,5.0
2.5,0,-1,112.3750000000001,25.500000000000014,1.4,1.0,5.0
2.5,1,-1,103.43750000000006,20.749999999999982,-0.5,0.0,5.0
2.6,0,-1,114.9320000000001,25.640000000000015,1.4,1.0,5.0
2.6,1,-1,105.51887349758931,20.877469951784935,1.274699517849531,0.0,5.0
2.7,0,-1,117.50300000000011,25.780000000000015,1.4,1.0,5.0
2.7,1,-1,107.61299399035705,21.004939903569888,1.274699517849531,0.0,5.0
2.8,0,-1,120.08800000000012,25.920000000000016,1.4,1.0,5.0
2.8,1,-1,109.7198614783033,21.13240985535484,1.274699517849531,0.0,5.0
2.9,0,-1,122.68700000000013,26.060000000000016,1.4,1.0,5.0
2.9,1,-1,111.83947596142804,21.259879807139793,1.274699517849531,0.0,5.0
3.0,0,-1,125.30000000000013,26.200000000000017,1.4,1.0,5.0
3.0,1,-1,113.97183743973126,21.387349758924746,1.274699517849531,0.0,5.0
3.1,0,-1,127.92700000000013,26.340000000000018,1.4,1.0,5.0
3.1,1,-1,116.11694591321299,21.5148197107097,1.274699517849531,0.0,5.0
3.2,0,-1,130.56800000000015,26.480000000000018,1.4,1.0,5.0
3.2,1,-1,118.2748013818732,21.64228966249465,1.274699517849531,0.0,5.0
3.3,0,-1,133.22300000000016,26.62000000000002,1.4,1.0,5.0
3.3,1,-1,120.44540384571192,21.769759614279604,1.274699517849531,0.0,5.0
3.4,0,-1,135.89200000000017,26.76000000000002,1.4,1.0,5.0
3.4,1,-1,122.62875330472913,21.897229566064556,1.274699517849531,0.0,5.0
3.5,0,-1,138.57500000000016,26.90000000000002,1.4,1.0,5.0
3.5,1,-1,124.82484975892484,22.02469951784951,1.274699517849531,0.0,5.0
3.6,0,-1,141.27200000000016,27.04000000000002,1.4,1.0,5.0
3.6,1,-1,127.03369320829904,22.15216946963446,1.274699517849531,0.0,5.0
